caption,mean,precision,votes,not_funny,somewhat_funny,funny,llm_humor_labels,llm_sentiment
You still have to pay for the full hour.,1.5019607843137257,0.0435333478991564,255,159,65,31,not_evaluated,not_evaluated
We can go deeper next session.,1.5019607843137257,0.039829228564129,255,149,85,21,not_evaluated,not_evaluated
"Six feet apart, but not like this.",1.5019607843137257,0.0426374969537981,255,154,74,27,not_evaluated,not_evaluated
What would Freud say? He'd say you ruined my floor.,1.5019455252918288,0.0444939231038887,257,161,63,33,not_evaluated,not_evaluated
"There's an easier way to reach those buried, repressed memories....but, hey, it's your hour.",1.5019455252918288,0.04380538240679,257,159,67,31,not_evaluated,not_evaluated
When I said “let’s go a little deeper” I meant about your mother.,1.5019455252918288,0.0416715554268875,257,153,79,25,not_evaluated,not_evaluated
One more scoop and you’ll be my neighbor’s problem.,1.5019455252918288,0.0431058448755556,257,157,71,29,not_evaluated,not_evaluated
Let's go a little deeper.,1.5,0.040674460840998,256,150,84,22,not_evaluated,not_evaluated
I think your issue is your attachment to the shovel.,1.5,0.0398616556223093,260,151,88,21,not_evaluated,not_evaluated
You're making tangible progress.,1.5,0.0391390181928218,256,146,92,18,not_evaluated,not_evaluated
When I said we needed to dig a little deeper this isn’t what I meant.,1.5,0.0439334389596754,256,159,66,31,not_evaluated,not_evaluated
You're looking for love in the wrong places.,1.5,0.0449673083865313,256,162,60,34,not_evaluated,not_evaluated
I was speaking metaphorically.,1.497991967871486,0.0422534142609916,249,149,76,24,not_evaluated,not_evaluated
When I said 'Dig a little deeper' I meant it metaphorically.,1.497991967871486,0.0414798238515896,249,147,80,22,not_evaluated,not_evaluated
I'll come back once the election is over.,1.497991967871486,0.0412841613608764,249,149,77,23,not_evaluated,not_evaluated
New question: how long have you had a problem with metaphors?,1.497991967871486,0.0422534142609916,249,149,76,24,not_evaluated,not_evaluated
"When I said to put yourself in your mother's shoes, this isn't what I had in mind.",1.497991967871486,0.0448560399672463,249,156,62,31,not_evaluated,not_evaluated
"It's not a medical term, but yes, you are digging yourself into a hole.",1.497991967871486,0.0400901376194044,249,146,83,20,not_evaluated,not_evaluated
We can't make progress if you bury your feelings.,1.497991967871486,0.0410875671192986,249,151,74,24,not_evaluated,not_evaluated
I think we have gone deep enough for today.,1.497991967871486,0.0392739596220029,249,149,79,21,not_evaluated,not_evaluated
"I'm afraid that's all the time we have today Betty. 
We can continue digging into your past next week.",1.497991967871486,0.0430130938978241,249,151,72,26,not_evaluated,not_evaluated
I never doubted the depth of your despair.,1.497991967871486,0.0441280986627696,249,154,66,29,not_evaluated,not_evaluated
Let's keep digging a bit more,1.497991967871486,0.0369365946186507,249,136,102,11,not_evaluated,not_evaluated
We offer therapy in all 5 burrows,1.497991967871486,0.0452156160692214,249,157,60,32,not_evaluated,not_evaluated
Hmm I see what you meant by you have a tendency to dig up the past,1.497991967871486,0.0441280986627696,249,154,66,29,not_evaluated,not_evaluated
"Not to shatter your delusion, but we’re on the third floor.",1.497991967871486,0.0430130938978241,249,151,72,26,not_evaluated,not_evaluated
"I said ""Let's dig into this more"".  Not ""floor.""",1.4979757085020242,0.0440212693426882,247,152,67,28,not_evaluated,not_evaluated
You have to stop burying your feelings.,1.4979757085020242,0.0432670953118089,247,150,71,26,not_evaluated,not_evaluated
Do you view the hole as half dug or half undug?,1.4979423868312758,0.0433969322858211,243,147,71,25,not_evaluated,not_evaluated
I’m digging my way to China in case Biden loses the election.,1.4959677419354838,0.0438893618434757,248,153,67,28,not_evaluated,not_evaluated
I see. Keep going.,1.4959349593495934,0.0433949865093366,246,150,70,26,not_evaluated,not_evaluated
"Well, you might have a miner problem.",1.4959016393442623,0.0428752864111344,244,147,73,24,not_evaluated,not_evaluated
"Use your words, Catherine.",1.4939271255060729,0.042108934320767,247,153,68,26,not_evaluated,not_evaluated
You're five minutes late.,1.4938271604938271,0.0445554057043304,243,151,64,28,not_evaluated,not_evaluated
I guess Freud had it all wrong. The best way to dig up a lot of dirt is with a shovel.,1.4938271604938271,0.0437854303100587,243,149,68,26,not_evaluated,not_evaluated
I said dig down deep into your soul not soil.,1.4938271604938271,0.0445554057043304,243,151,64,28,not_evaluated,not_evaluated
This goes way deeper than sweeping your feelings under the carpet.,1.4938271604938271,0.0449354460587376,243,152,62,29,not_evaluated,not_evaluated
"This is a first. You broke new ground, dug up suppressed memories, called a spade a spade - and accomplished all this - with a shovel brought from home.""",1.4938271604938271,0.0471514063694725,243,158,50,34,not_evaluated,not_evaluated
"I see you have issues with metaphors.""",1.4937759336099583,0.0412127412309839,241,141,81,19,not_evaluated,not_evaluated
"Let’s go back to doing virtual sessions next week, shall we?",1.4937759336099583,0.043657289419295,241,147,69,25,not_evaluated,not_evaluated
Sorry that’s all the time we have. Next week you can fill it in.,1.493723849372385,0.0422921425995143,239,142,76,21,not_evaluated,not_evaluated
Let me know when you hit bottom.,1.493723849372385,0.0431155000097774,239,144,72,23,not_evaluated,not_evaluated
"You might be able to escape the reality of the here and now, but what about when you reach the office one floor down?",1.4915966386554622,0.0432443110788642,238,144,71,23,not_evaluated,not_evaluated
I'm writing you a prescription for a backhoe.,1.4915966386554622,0.0448542007412649,238,148,63,27,not_evaluated,not_evaluated
I’m sensing a breakthrough.,1.4915966386554622,0.042416459057299,238,142,75,21,not_evaluated,not_evaluated
I'm glad to have a patient who's willing to do the work.,1.4915254237288136,0.043508054318874,236,143,70,23,not_evaluated,not_evaluated
You made your point. I was wrong to say you always take the easy way out.,1.4915254237288136,0.0426711464252168,236,141,74,21,not_evaluated,not_evaluated
How many times do I have to tell you? NO office visits during the pandemic!,1.4915254237288136,0.0439205284269212,236,144,68,24,not_evaluated,not_evaluated
Are you digging up the past or burying your feelings?,1.4915254237288136,0.0463183006749534,236,150,56,30,not_evaluated,not_evaluated
"No this is 21,B",1.4892703862660943,0.0459679528091923,233,147,58,28,not_evaluated,not_evaluated
Hell has to be better than 2020.,1.4891774891774892,0.0458565393859992,231,145,59,27,not_evaluated,not_evaluated
You really buried your emotions.,1.4869565217391305,0.044320678765851,230,141,66,23,not_evaluated,not_evaluated
"Interesting you chose to put the dirt over there. In a pile, no less.",1.4869565217391305,0.0457954751813948,230,153,48,29,not_evaluated,not_evaluated
"Let's go with, "" Unfit to stand trial"".",1.4869565217391305,0.0447470093581815,230,142,64,24,not_evaluated,not_evaluated
"Oh, hi. You must be my 2:30.",1.4869565217391305,0.0460023008903627,230,145,58,27,not_evaluated,not_evaluated
"Yes, I did say ‘Let’s dig a little deeper’ but this isn’t what I meant.",1.4869565217391305,0.0423491122127292,230,139,71,20,not_evaluated,not_evaluated
I sense something has changed for the worse since our last session.,1.4869565217391305,0.0447470093581815,230,142,64,24,not_evaluated,not_evaluated
You're a little early.,1.4869565217391305,0.0434554715288523,230,139,70,21,not_evaluated,not_evaluated
Just a few more feet down and we’ll reach your relationship with your mother.,1.4869565217391305,0.0447470093581815,230,142,64,24,not_evaluated,not_evaluated
Actually I think digging up the past might have been a mistake.,1.486842105263158,0.04283425368121,228,136,73,19,not_evaluated,not_evaluated
Let's not go down that rabbit hole.,1.486842105263158,0.04283425368121,228,136,73,19,not_evaluated,not_evaluated
"See you next week, Doc.  I’ll see myself out.",1.486842105263158,0.0454602074830928,228,142,61,25,not_evaluated,not_evaluated
"You know, most people keep the skeletons in their closets.",1.486842105263158,0.0437270970195002,228,138,69,21,not_evaluated,not_evaluated
I told you the peel the onion metaphor would be easier.,1.4845814977973568,0.0456044258725099,227,142,60,25,not_evaluated,not_evaluated
Still avoiding doorknobs I see?,1.4845814977973568,0.0460298652405205,227,143,58,26,not_evaluated,not_evaluated
"Tell me, Dianne, why do you think it is that you brought a shovel to therapy?",1.4845814977973568,0.0447414124649949,227,140,64,23,not_evaluated,not_evaluated
So tell me more about this rut you think you’re in.,1.484304932735426,0.0457667559841221,223,139,60,24,not_evaluated,not_evaluated
Let me know when you see light at the end of the tunnel.,1.484304932735426,0.0479227677727504,223,144,50,29,not_evaluated,not_evaluated
"So, where are we going with this?",1.481981981981982,0.0445624550397184,222,136,65,21,not_evaluated,not_evaluated
"Oh, you meant you literally dig yourself into holes?",1.481981981981982,0.0459141224364381,222,139,59,24,not_evaluated,not_evaluated
"OK, now can we try my way to identify those buried feelings?",1.481981981981982,0.0443331707172336,222,138,62,22,not_evaluated,not_evaluated
That's not quite what I meant by dig deeper . . .,1.481981981981982,0.04501752043165,222,140,59,23,not_evaluated,not_evaluated
I really think we have broken new ground today,1.481981981981982,0.0445624550397184,222,136,65,21,not_evaluated,not_evaluated
"As your therapist, this is not what I meant by ""dig deeper"".",1.481981981981982,0.0424543406409165,222,134,70,18,not_evaluated,not_evaluated
"Last week when I said, 'Let's dig a little deeper,'I didn't mean it literally, Jane",1.481981981981982,0.0441026943907039,222,135,67,20,not_evaluated,not_evaluated
"When you asked where the bodies were buried, I assumed you were speaking metaphorically.",1.481981981981982,0.0454680315437245,222,138,61,23,not_evaluated,not_evaluated
I think we have unearthed enough this session.,1.481981981981982,0.0434039230087463,222,136,66,20,not_evaluated,not_evaluated
"Before we dig into your subconscious,
I should explain what a metaphor is.",1.481981981981982,0.04501752043165,222,137,63,22,not_evaluated,not_evaluated
This looks like a breakthrough.,1.481818181818182,0.0448528040283843,220,135,64,21,not_evaluated,not_evaluated
"Normally, this happens figuratively.",1.481818181818182,0.0462202015406032,220,138,58,24,not_evaluated,not_evaluated
"Well, yes, I did say, “Dig deeper. . .”",1.481818181818182,0.0439175594538042,220,133,68,19,not_evaluated,not_evaluated
You were always free to leave,1.481818181818182,0.0417367047873982,220,131,73,16,not_evaluated,not_evaluated
I just wonder if an open grave sets the right tone for couples therapy.,1.4794520547945205,0.047706726605009,219,141,51,27,not_evaluated,not_evaluated
"First, we need to get you past this fear of receptionists.",1.4792626728110598,0.0443411214250723,217,132,66,19,not_evaluated,not_evaluated
Take your time. You paid for the hole hour,1.4790697674418605,0.0474646974027271,215,137,53,25,not_evaluated,not_evaluated
It isn't better in China.,1.4766355140186915,0.0442824057018468,214,130,66,18,not_evaluated,not_evaluated
I’m afraid that’s the end of our session. I’ll need to charge extra for the literal interpretation therapy.,1.4766355140186915,0.0476242610188949,214,137,52,25,not_evaluated,not_evaluated
"I’m trying to figure it out, Marjorie!! This instruction manual for the IKEA underground bunker is all pictures!",1.4766355140186915,0.0473933724597263,214,139,49,26,not_evaluated,not_evaluated
We are now digging into unfamiliar territory.,1.4764150943396226,0.0450744005931687,212,130,63,19,not_evaluated,not_evaluated
The first step is to get you on the couch and out of the hole you've dug for yourself.,1.4761904761904765,0.0419888755843748,210,124,71,14,not_evaluated,not_evaluated
"If you dig a little deeper, I think we might have a breakthrough",1.4736842105263157,0.0445051263826436,209,127,65,17,not_evaluated,not_evaluated
"If you hit gold, we can go past an hour.",1.4736842105263157,0.0470185006046029,209,132,55,22,not_evaluated,not_evaluated
I think we need to work on your fear of touching doorknobs during the pandemic.,1.4736842105263157,0.0484639997726872,209,135,49,25,not_evaluated,not_evaluated
It's the prison calling.  Should I say you're home?,1.4736842105263157,0.0489363453776538,209,136,47,26,not_evaluated,not_evaluated
Note: Buries emotions.,1.4736842105263157,0.0470185006046029,209,132,55,22,not_evaluated,not_evaluated
You’re actually writing a to-do list while I’m digging your grave?,1.4736842105263157,0.0475052210189474,209,133,53,23,not_evaluated,not_evaluated
"This isn't what I meant when I said ""Dig up the past.""",1.4736842105263157,0.0470185006046029,209,132,55,22,not_evaluated,not_evaluated
"So the question we seem to be facing, is whether that's a groove you're in or a rut",1.4736842105263157,0.0445051263826436,209,127,65,17,not_evaluated,not_evaluated
